5.7760,0.0000,0.0000,0.0000,0.0000,0.0000
5.7960,0.0000,0.0000,0.0000,0.0000,0.0000
5.8160,0.0000,0.0000,0.0000,0.0000,0.0000
5.8360,0.0000,0.0000,0.0000,0.0000,0.0000
5.8560,0.0000,0.0000,0.0000,0.0000,0.0000
5.8760,0.0000,0.0000,0.0000,0.0000,0.0000
5.8960,0.0000,0.0000,0.0000,0.0000,0.0000
5.9160,0.0000,0.0000,0.0000,0.0000,0.0000
5.9360,0.0000,0.0000,0.0000,0.0000,0.0000
5.9560,0.0000,0.0000,0.0000,0.0000,0.0000
5.9760,0.0000,0.0000,0.0000,0.0000,0.0000
5.9960,0.0000,0.0000,0.0000,0.0000,0.0000
6.0160,0.0000,0.0000,0.0000,0.0000,0.0000
6.0360,0.0000,0.0000,0.0000,0.0000,0.0000
6.0560,0.0000,0.0000,0.0000,0.0000,0.0000
6.0760,0.0000,0.0000,0.0000,0.0000,0.0000
6.0960,0.0000,0.0000,0.0000,0.0000,0.0000
6.1160,0.0000,0.0000,0.0000,0.0000,0.0000
6.1360,0.0000,0.0000,0.0000,0.0000,0.0000
6.1560,0.0000,0.0000,0.0000,0.0000,0.0000
6.1760,0.0000,0.0000,0.0000,0.0000,0.0000
6.1960,0.0000,0.0000,0.0000,0.0000,0.0000
6.2160,0.0000,0.0000,0.0000,0.0000,0.0000
6.2360,0.0000,0.0000,0.0000,0.0000,0.0000
6.2560,0.0000,0.0000,0.0000,0.0000,0.0000
6.2760,0.0000,0.0000,0.0000,0.0000,0.0000
6.2960,0.0000,0.0000,0.0000,0.0000,0.0000
6.3160,0.0000,0.0000,0.0000,0.0000,0.0000
6.3360,0.0000,0.0000,0.0000,0.0000,0.0000
6.3560,0.0000,0.0000,0.0000,0.0000,0.0000
6.3760,0.0000,0.0000,0.0000,0.0000,0.0000
6.3960,0.0000,0.0000,0.0000,0.0000,0.0000
6.4160,0.0000,0.0000,0.0000,0.0000,0.0000
6.4360,0.0000,0.0000,0.0000,0.0000,0.0000
6.4560,0.0000,0.0000,0.0000,0.0000,0.0000
6.4760,0.0000,0.0000,0.0000,0.0000,0.0000
6.4960,0.0000,0.0000,0.0000,0.0000,0.0000
6.5160,0.0000,0.0000,0.0000,0.0000,0.0000
6.5360,0.0000,0.0000,0.0000,0.0000,0.0000
6.5560,0.0000,0.0000,0.0000,0.0000,0.0000
6.5760,0.0000,0.0000,0.0000,0.0000,0.0000
6.5960,0.0000,0.0000,0.0000,0.0000,0.0000
6.6160,0.0000,0.0000,0.0000,0.0000,0.0000
6.6360,0.0000,0.0000,0.0000,0.0000,0.0000
6.6560,0.0000,0.0000,0.0000,0.0000,0.0000
6.6760,0.0000,0.0000,0.0000,0.0000,0.0000
6.6960,0.0000,0.0000,0.0000,0.0000,0.0000
6.7160,0.0000,0.0000,0.0000,0.0000,0.0000
6.7360,0.0000,0.0000,0.0000,0.0000,0.0000
6.7560,0.0000,0.0000,0.0000,0.0000,0.0000
6.7760,0.0000,0.0000,0.0000,0.0000,0.0000
6.7960,0.0000,0.0000,0.0000,0.0000,0.0000
6.8160,0.0000,0.0000,0.0000,0.0000,0.0000
6.8360,0.0000,0.0000,0.0000,0.0000,0.0000
6.8560,0.0000,0.0000,0.0000,0.0000,0.0000
6.8760,0.0000,0.0000,0.0000,0.0000,0.0000
6.8960,0.0000,0.0000,0.0000,0.0000,0.0000
6.9160,0.0000,0.0000,0.0000,0.0000,0.0000
